file,time,date,hr_bpm,pace_sec_per_km,pace_min_per_km,grade_percent,distance_m,duration_s,num_points,fits_criteria
19443475158.fit.gz,2026-05-01 22:49:59.500,2026-05-01,169.11666666666667,1031.700288184438,17.195004803073967,25.936599423631122,173.5,179.0,180,False
19443475158.fit.gz,2026-05-01 22:52:59.500,2026-05-01,161.39444444444445,1037.68115942029,17.294685990338166,19.71014492753623,172.5,179.0,180,False
19443475158.fit.gz,2026-05-01 23:10:59.500,2026-05-01,122.85185185185185,1049.8533724340175,17.497556207233625,-24.04692082111437,170.5,179.0,162,False
19443475158.fit.gz,2026-05-01 23:13:59.500,2026-05-01,130.7741935483871,1132.9113924050632,18.88185654008439,-16.455696202531644,158.0,179.0,93,False
19443475158.fit.gz,2026-05-01 23:16:59.500,2026-05-01,135.92777777777778,540.785498489426,9.013091641490433,-18.429003021148038,331.0,179.0,180,False
19443475158.fit.gz,2026-05-01 23:19:59.500,2026-05-01,135.35555555555555,538.3458646616541,8.972431077694235,-19.24812030075188,332.5,179.0,180,False
19443475158.fit.gz,2026-05-01 23:22:59.500,2026-05-01,129.8258064516129,629.1739894551846,10.48623315758641,-18.629173989455186,284.5,179.0,155,False
19443475158.fit.gz,2026-05-01 23:25:59.500,2026-05-01,138.74444444444444,408.20980615735465,6.803496769289244,-18.015963511972632,438.5,179.0,180,False
19443475158.fit.gz,2026-05-01 23:28:59.500,2026-05-01,137.91666666666666,364.56211812627294,6.076035302104549,-13.84928716904277,491.0,179.0,180,False
19443475158.fit.gz,2026-05-01 23:31:59.500,2026-05-01,149.76111111111112,434.4660194174757,7.241100323624595,-1.941747572815534,412.0,179.0,180,False
19443475158.fit.gz,2026-05-01 23:34:47.000,2026-05-01,149.3732394366197,823.5294117647059,13.72549019607843,8.556149732620321,187.0,154.0,142,False
19443475158.fit.gz,2026-05-01 23:40:59.500,2026-05-01,158.36666666666667,559.375,9.322916666666666,9.375,320.0,179.0,180,False
19443475158.fit.gz,2026-05-01 23:43:59.500,2026-05-01,142.81666666666666,410.08018327605953,6.834669721267659,-2.0618556701030926,436.5,179.0,180,False
19443475158.fit.gz,2026-05-01 23:52:59.500,2026-05-01,133.79444444444445,389.5538628944505,6.492564381574175,-7.399347116430903,459.5,179.0,180,False
19443475158.fit.gz,2026-05-01 23:55:59.500,2026-05-01,132.4388888888889,424.6737841043891,7.077896401739818,-11.862396204033216,421.5,179.0,180,False
19443475158.fit.gz,2026-05-01 23:58:59.500,2026-05-01,138.95555555555555,416.27906976744185,6.937984496124031,-8.837209302325581,430.0,179.0,180,False
19443475158.fit.gz,2026-05-02 00:01:59.500,2026-05-02,138.01666666666668,475.4316069057105,7.9238601150951755,-10.889774236387781,376.5,179.0,180,False
19443475158.fit.gz,2026-05-02 00:04:59.500,2026-05-02,133.55555555555554,476.69773635153126,7.944962272525521,-9.054593874833555,375.5,179.0,180,False
19443475158.fit.gz,2026-05-02 00:07:59.500,2026-05-02,139.04444444444445,491.08367626886144,8.184727937814356,-11.522633744855968,364.5,179.0,180,False
19443475158.fit.gz,2026-05-02 00:10:59.500,2026-05-02,137.07777777777778,418.22429906542055,6.970404984423676,-10.981308411214954,428.0,179.0,180,False
19443475158.fit.gz,2026-05-02 00:13:59.500,2026-05-02,144.13333333333333,416.7636786961583,6.946061311602638,-9.31315483119907,429.5,179.0,180,False
19443475158.fit.gz,2026-05-02 00:16:59.500,2026-05-02,141.69444444444446,352.70935960591135,5.878489326765189,-4.729064039408867,507.5,179.0,180,False
19455177541.fit.gz,2026-05-02 17:05:39.500,2026-05-02,156.53012048192772,481.8304172274562,8.030506953790937,3.2301480484522207,371.5,179.0,166,False
19455177541.fit.gz,2026-05-02 17:08:39.500,2026-05-02,163.4777777777778,406.3564131668558,6.772606886114263,4.0862656072644725,440.5,179.0,180,False
19455177541.fit.gz,2026-05-02 17:11:39.500,2026-05-02,167.3,381.6631130063966,6.361051883439943,2.985074626865672,469.0,179.0,180,False
19455177541.fit.gz,2026-05-02 17:14:39.500,2026-05-02,170.30555555555554,365.3061224489796,6.088435374149659,2.857142857142857,490.0,179.0,180,False
19455177541.fit.gz,2026-05-02 17:17:39.500,2026-05-02,165.87730061349694,620.4506065857886,10.340843443096476,9.358752166377815,288.5,179.0,163,False
19455177541.fit.gz,2026-05-02 17:20:39.500,2026-05-02,158.17777777777778,671.6697936210131,11.194496560350219,11.25703564727955,266.5,179.0,180,False
19455177541.fit.gz,2026-05-02 17:23:39.500,2026-05-02,159.0611111111111,700.587084148728,11.676451402478799,13.698630136986301,255.5,179.0,180,False
19455177541.fit.gz,2026-05-02 17:26:39.500,2026-05-02,153.09444444444443,718.8755020080321,11.981258366800535,13.654618473895582,249.0,179.0,180,False
19455177541.fit.gz,2026-05-02 17:29:39.500,2026-05-02,152.86666666666667,654.4789762340037,10.907982937233394,11.70018281535649,273.5,179.0,180,False
19455177541.fit.gz,2026-05-02 17:32:39.500,2026-05-02,153.7888888888889,527.2459499263623,8.787432498772706,7.069219440353461,339.5,179.0,180,False
19455177541.fit.gz,2026-05-02 17:35:39.500,2026-05-02,162.14444444444445,466.75358539765324,7.7792264232942205,5.736636245110821,383.5,179.0,180,False
19455177541.fit.gz,2026-05-02 17:38:39.500,2026-05-02,165.07222222222222,624.78184991274,10.413030831879,12.565445026178011,286.5,179.0,180,False
19455177541.fit.gz,2026-05-02 17:41:39.500,2026-05-02,156.1888888888889,626.970227670753,10.44950379451255,10.157618213660244,285.5,179.0,180,False
19455177541.fit.gz,2026-05-02 17:44:39.500,2026-05-02,146.13333333333333,750.524109014675,12.508735150244583,7.547169811320755,238.5,179.0,180,False
